249	127	376
886	409	1295
309	371	680
496	125	621
632	333	965
826	445	1271
53	693	746
962	648	1610
359	961	1320
373	168	541
268	373	641
776	366	1142
523	657	1180
277	5	282
240	376	616
682	81	763
938	977	1915
574	474	1048
81	681	762
617	322	939
703	753	1456
480	972	1452
132	641	773
497	753	1250
879	686	1565
825	175	1000
392	218	610
175	164	339
618	263	881
513	957	1470
778	763	1541
14	270	284
517	747	1264
607	177	784
465	118	583
568	984	1552
236	722	958
678	25	703
268	126	394
219	527	746
190	264	454
916	62	978
972	23	995
756	57	813
542	340	882
462	582	1044
387	95	482
122	13	135
433	49	482
707	360	1067
668	218	886
808	270	1078
577	657	1234
430	557	987
832	465	1297
141	316	457
6	242	248
910	191	1101
201	824	1025
141	595	736
535	507	1042
424	732	1156
477	982	1459
242	111	353
753	925	1678
796	341	1137
856	574	1430
96	426	522
777	531	1308
282	989	1271
244	198	442
540	348	888
520	770	1290
695	178	873
545	534	1079
829	807	1636
942	432	1374
532	25	557
250	569	819
933	684	1617
163	606	769
150	216	366
475	533	1008
0	711	711
935	67	1002
474	221	695
566	404	970
843	716	1559
117	707	824
429	927	1356
259	615	874
380	415	795
746	279	1025
523	717	1240
745	503	1248
375	167	542
366	621	987
668	223	891
410	338	748
37	907	944
934	162	1096
348	908	1256
375	335	710
824	433	1257
120	867	987
9	548	557
264	113	377
75	504	579
493	750	1243
878	356	1234
114	575	689
239	937	1176
951	885	1836
534	810	1344
118	621	739
408	444	852
811	401	1212
127	806	933
858	645	1503
951	168	1119
141	881	1022
111	491	602
849	391	1240
824	632	1456
844	352	1196
602	210	812
184	427	611
521	121	642
155	459	614
151	679	830
38	432	470
948	994	1942
764	139	903
545	34	579
976	473	1449
917	351	1268
853	683	1536
498	533	1031
629	974	1603
887	476	1363
274	552	826
132	150	282
284	109	393
4	400	404
40	801	841
870	285	1155
290	1000	1290
511	400	911
363	457	820
6	281	287
657	441	1098
94	148	242
231	549	780
694	732	1426
817	91	908
913	545	1458
216	327	543
634	608	1242
20	55	75
146	800	946
872	765	1637
102	231	333
439	687	1126
438	495	933
695	190	885
42	282	324
230	513	743
255	890	1145
933	485	1418
634	244	878
228	771	999
727	891	1618
681	157	838
953	604	1557
844	393	1237
419	972	1391
970	849	1819
380	740	1120
602	880	1482
78	160	238
793	112	905
39	905	944
880	633	1513
703	685	1388
157	157	314
108	908	1016
25	437	462
800	862	1662
588	417	1005
659	243	902
101	127	228
626	338	964
417	156	573
49	404	453
532	36	568
780	317	1097
957	122	1079
369	374	743
376	72	448
548	477	1025
249	815	1064
124	645	769
37	602	639
258	573	831
878	822	1700
1000	712	1712
157	518	675
205	44	249
104	991	1095
695	87	782
666	792	1458
555	319	874
532	762	1294
517	475	992
875	540	1415
639	179	818
281	976	1257
868	160	1028
199	237	436
98	104	202
287	775	1062
75	256	331
58	672	730
864	729	1593
879	899	1778
941	355	1296
830	198	1028
790	379	1169
475	862	1337
914	297	1211
394	884	1278
809	907	1716
536	721	1257
751	692	1443
297	893	1190
920	711	1631
468	806	1274
242	147	389
947	397	1344
506	280	786
915	775	1690
907	22	929
703	180	883
446	245	691
9	886	895
563	252	815
366	486	852
46	57	103
464	622	1086
261	726	987
589	191	780
346	106	452
931	754	1685
435	595	1030
475	578	1053
321	106	427
657	448	1105
454	602	1056
779	440	1219
546	428	974
536	774	1310
883	875	1758
696	334	1030
861	389	1250
883	710	1593
988	149	1137
515	514	1029
361	735	1096
369	934	1303
68	489	557
246	628	874
409	806	1215
879	539	1418
102	103	205
192	632	824
121	626	747
585	386	971
246	778	1024
993	567	1560
628	117	745
480	536	1016
696	369	1065
223	645	868
190	637	827
827	125	952
271	791	1062
699	640	1339
670	501	1171
444	123	567
279	41	320
67	723	790
501	861	1362
641	5	646
785	246	1031
468	974	1442
792	935	1727
199	107	306
586	300	886
678	341	1019
799	128	927
997	312	1309
752	141	893
997	314	1311
33	59	92
830	474	1304
129	778	907
653	811	1464
174	691	865
920	673	1593
328	521	849
324	521	845
144	584	728
19	754	773
830	963	1793
647	177	824
849	253	1102
272	368	640
461	310	771
467	755	1222
4	278	282
939	741	1680
647	772	1419
761	340	1101
224	621	845
139	981	1120
297	78	375
727	386	1113
709	687	1396
107	933	1040
774	936	1710
647	537	1184
525	319	844
496	959	1455
340	105	445
267	715	982
936	896	1832
141	545	686
246	996	1242
316	992	1308
887	882	1769
377	927	1304
861	312	1173
534	696	1230
48	421	469
519	805	1324
573	865	1438
620	445	1065
973	845	1818
331	545	876
352	389	741
837	626	1463
439	386	825
289	346	635
727	798	1525
389	727	1116
306	167	473
446	226	672
518	986	1504
323	908	1231
589	402	991
19	503	522
167	775	942
639	1000	1639
786	396	1182
394	608	1002
523	256	779
382	936	1318
100	946	1046
903	900	1803
667	365	1032
551	387	938
949	119	1068
478	61	539
847	883	1730
654	257	911
909	731	1640
506	803	1309
114	125	239
822	776	1598
614	220	834
20	100	120
394	855	1249
420	340	760
487	149	636
354	154	508
118	854	972
601	710	1311
915	544	1459
956	661	1617
885	609	1494
254	647	901
130	990	1120
687	959	1646
204	527	731
797	318	1115
257	790	1047
919	483	1402
738	560	1298
436	863	1299
142	110	252
252	134	386
959	814	1773
697	341	1038
255	297	552
955	628	1583
881	369	1250
311	97	408
476	145	621
663	273	936
248	596	844
148	210	358
299	553	852
813	102	915
660	330	990
902	119	1021
703	980	1683
902	264	1166
106	558	664
810	374	1184
695	804	1499
588	952	1540
55	243	298
483	356	839
690	74	764
86	80	166
700	669	1369
617	778	1395
889	813	1702
382	399	781
681	985	1666
167	783	950
916	291	1207
699	262	961
284	431	715
641	224	865
475	547	1022
289	779	1068
319	791	1110
865	55	920
819	869	1688
674	833	1507
192	641	833
462	544	1006
51	920	971
251	139	390
841	868	1709
196	529	725
896	936	1832
59	677	736
288	352	640
331	451	782
496	990	1486
900	129	1029
60	118	178
387	207	594
538	454	992
961	443	1404
73	145	218
800	615	1415
175	449	624
523	138	661
488	889	1377
351	289	640
235	605	840
791	269	1060
571	589	1160
436	964	1400
657	466	1123
3	802	805
687	813	1500
1	501	502
506	762	1268
49	402	451
160	626	786
837	960	1797
154	609	763
644	289	933
295	712	1007
169	794	963
737	451	1188
788	988	1776
59	515	574
177	406	583
885	314	1199
794	73	867
102	352	454
475	449	924
376	597	973
651	865	1516
173	911	1084
997	767	1764
9	262	271
426	447	873
511	213	724
447	647	1094
835	273	1108
315	172	487
625	818	1443
237	761	998
193	83	276
727	904	1631
896	630	1526
357	957	1314
496	787	1283
734	764	1498
723	624	1347
641	185	826
276	156	432
814	639	1453
691	498	1189
274	560	834
527	243	770
394	304	698
699	337	1036
120	23	143
151	46	197
774	953	1727
885	969	1854
938	288	1226
897	89	986
315	643	958
590	566	1156
159	923	1082
303	962	1265
671	45	716
559	637	1196
152	512	664
659	541	1200
676	701	1377
88	413	501
932	355	1287
496	907	1403
274	344	618
493	17	510
763	884	1647
134	437	571
685	536	1221
716	5	721
905	268	1173
955	413	1368
783	832	1615
885	282	1167
7	278	285
998	148	1146
320	988	1308
259	343	602
650	420	1070
627	530	1157
578	961	1539
596	379	975
927	989	1916
849	359	1208
286	660	946
247	129	376
731	379	1110
846	391	1237
956	633	1589
376	863	1239
773	675	1448
63	491	554
160	904	1064
931	584	1515
41	554	595
919	602	1521
500	190	690
951	690	1641
965	915	1880
482	472	954
865	985	1850
822	108	930
69	188	257
292	789	1081
96	151	247
658	181	839
948	894	1842
311	299	610
25	242	267
894	990	1884
601	662	1263
246	257	503
145	473	618
364	158	522
670	233	903
347	246	593
903	413	1316
899	981	1880
322	302	624
728	382	1110
424	251	675
467	692	1159
628	633	1261
237	335	572
294	63	357
582	389	971
550	983	1533
401	442	843
528	570	1098
847	772	1619
632	638	1270
249	186	435
937	816	1753
315	778	1093
606	38	644
848	411	1259
111	55	166
574	398	972
411	691	1102
167	88	255
946	157	1103
133	482	615
912	189	1101
13	92	105
423	71	494
849	905	1754
926	779	1705
753	756	1509
380	43	423
919	524	1443
722	658	1380
920	507	1427
63	728	791
388	775	1163
168	93	261
422	744	1166
382	743	1125
567	974	1541
675	508	1183
714	264	978
540	402	942
175	46	221
785	730	1515
133	451	584
988	332	1320
730	626	1356
891	943	1834
256	13	269
334	448	782
371	632	1003
935	73	1008
651	131	782
314	901	1215
318	410	728
234	41	275
922	772	1694
33	71	104
559	713	1272
983	868	1851
423	5	428
85	589	674
466	703	1169
366	960	1326
56	28	84
735	907	1642
602	791	1393
932	374	1306
376	924	1300
392	655	1047
528	294	822
219	606	825
411	860	1271
59	481	540
181	648	829
36	218	254
169	776	945
579	312	891
844	729	1573
897	470	1367
592	138	730
585	849	1434
839	57	896
979	537	1516
904	672	1576
798	634	1432
952	815	1767
81	144	225
95	175	270
464	66	530
346	566	912
99	654	753
208	178	386
349	130	479
190	116	306
696	292	988
574	464	1038
80	20	100
317	247	564
110	233	343
798	382	1180
245	521	766
803	1000	1803
833	707	1540
634	66	700
577	767	1344
901	809	1710
265	441	706
721	675	1396
742	615	1357
357	931	1288
87	474	561
996	296	1292
416	555	971
947	219	1166
868	830	1698
833	999	1832
134	322	456
580	470	1050
979	526	1505
402	48	450
23	126	149
119	176	295
696	903	1599
8	728	736
205	489	694
13	762	775
828	912	1740
956	745	1701
911	73	984
543	906	1449
485	563	1048
674	276	950
595	413	1008
26	135	161
854	311	1165
484	597	1081
37	194	231
68	838	906
166	886	1052
871	295	1166
633	337	970
613	242	855
980	704	1684
663	504	1167
710	27	737
364	264	628
938	981	1919
79	460	539
792	177	969
996	645	1641
693	34	727
42	584	626
161	98	259
754	700	1454
331	709	1040
75	967	1042
636	675	1311
546	770	1316
498	173	671
955	749	1704
581	727	1308
815	816	1631
647	845	1492
623	855	1478
156	460	616
393	350	743
514	292	806
353	113	466
532	961	1493
402	324	726
623	629	1252
731	723	1454
249	951	1200
880	134	1014
619	528	1147
822	949	1771
630	200	830
483	598	1081
115	51	166
448	102	550
351	957	1308
348	888	1236
768	660	1428
726	53	779
299	732	1031
489	934	1423
729	978	1707
831	422	1253
412	950	1362
392	294	686
30	459	489
299	326	625
555	708	1263
998	7	1005
843	353	1196
681	607	1288
770	9	779
603	714	1317
282	438	720
103	659	762
863	699	1562
185	970	1155
650	976	1626
854	27	881
122	422	544
717	618	1335
97	80	177
447	350	797
171	429	600
128	967	1095
708	975	1683
512	253	765
440	843	1283
801	861	1662
525	838	1363
159	939	1098
748	690	1438
588	688	1276
361	946	1307
819	976	1795
19	26	45
827	72	899
4	242	246
834	870	1704
289	340	629
567	810	1377
187	973	1160
490	110	600
828	649	1477
867	885	1752
432	578	1010
151	82	233
279	200	479
351	422	773
134	974	1108
365	14	379
652	160	812
780	451	1231
752	750	1502
825	702	1527
93	632	725
757	763	1520
33	191	224
70	346	416
371	667	1038
141	664	805
178	386	564
109	139	248
72	545	617
68	664	732
450	73	523
169	673	842
478	22	500
340	187	527
131	183	314
573	640	1213
957	666	1623
960	616	1576
176	945	1121
260	54	314
170	261	431
522	63	585
566	27	593
513	802	1315
249	596	845
651	640	1291
272	224	496
24	540	564
870	154	1024
226	66	292
292	112	404
38	670	708
707	560	1267
393	225	618
171	23	194
425	94	519
904	105	1009
890	229	1119
522	368	890
777	255	1032
557	356	913
125	221	346
469	572	1041
797	965	1762
572	301	873
685	716	1401
579	484	1063
711	958	1669
47	323	370
558	14	572
48	335	383
438	749	1187
680	893	1573
358	420	778
127	485	612
949	127	1076
211	109	320
245	498	743
35	323	358
289	582	871
441	401	842
972	834	1806
467	447	914
495	575	1070
500	56	556
983	103	1086
227	754	981
597	648	1245
732	504	1236
989	182	1171
459	827	1286
532	632	1164
402	914	1316
110	897	1007
417	217	634
537	614	1151
437	363	800
315	236	551
824	299	1123
639	741	1380
839	537	1376
971	768	1739
565	338	903
332	749	1081
101	887	988
973	898	1871
156	314	470
801	104	905
753	209	962
81	252	333
612	234	846
844	468	1312
447	663	1110
287	63	350
99	892	991
261	841	1102
507	902	1409
843	162	1005
191	724	915
184	742	926
879	627	1506
596	418	1014
881	727	1608
668	408	1076
112	991	1103
119	845	964
595	842	1437
668	277	945
701	552	1253
940	645	1585
934	605	1539
869	80	949
222	383	605
154	440	594
650	282	932
320	145	465
236	689	925
513	746	1259
373	414	787
532	775	1307
570	197	767
697	411	1108
690	902	1592
643	109	752
416	975	1391
692	798	1490
370	577	947
886	626	1512
912	925	1837
220	768	988
912	546	1458
1000	143	1143
507	954	1461
737	356	1093
458	765	1223
196	798	994
300	516	816
639	554	1193
852	633	1485
43	461	504
933	288	1221
991	359	1350
516	193	709
259	614	873
528	645	1173
215	788	1003
383	57	440
614	852	1466
723	273	996
630	191	821
314	224	538
672	881	1553
833	183	1016
207	38	245
109	609	718
23	583	606
829	494	1323
67	673	740
590	271	861
702	441	1143
471	741	1212
602	256	858
866	861	1727
137	706	843
231	798	1029
207	387	594
187	601	788
45	591	636
406	149	555
524	792	1316
42	459	501
728	7	735
703	269	972
547	657	1204
881	327	1208
351	257	608
53	262	315
988	761	1749
566	715	1281
928	223	1151
782	56	838
565	410	975
85	331	416
876	79	955
290	800	1090
983	347	1330
105	101	206
396	993	1389
511	779	1290
296	225	521
895	561	1456
112	338	450
212	529	741
585	571	1156
422	245	667
615	601	1216
674	434	1108
706	964	1670
115	384	499
240	718	958
608	833	1441
976	820	1796
930	492	1422
704	156	860
438	643	1081
445	207	652
24	99	123
452	111	563
168	210	378
55	71	126
869	120	989
665	448	1113
658	678	1336
632	486	1118
931	103	1034
263	138	401
182	261	443
962	401	1363
983	227	1210
375	23	398
47	182	229
947	641	1588
305	0	305
595	320	915
800	199	999
528	925	1453
845	823	1668
43	155	198
625	701	1326
899	862	1761
273	250	523
613	602	1215
653	376	1029
459	559	1018
763	739	1502
336	958	1294
564	905	1469
800	266	1066
651	492	1143
11	961	972
503	848	1351
748	608	1356
241	426	667
563	700	1263
510	285	795
203	795	998
210	830	1040
965	728	1693
600	153	753
869	83	952
244	803	1047
909	42	951
204	957	1161
980	497	1477
28	100	128
922	572	1494
97	29	126
735	827	1562
876	651	1527
242	904	1146
809	734	1543
599	601	1200
907	379	1286
690	709	1399
996	843	1839
380	273	653
181	191	372
607	33	640
755	794	1549
579	41	620
987	603	1590
834	868	1702
875	959	1834
182	471	653
684	616	1300
184	114	298
285	195	480
520	818	1338
172	49	221
818	652	1470
935	130	1065
200	587	787
461	617	1078
643	785	1428
192	591	783
436	756	1192
329	973	1302
531	682	1213
580	280	860
973	500	1473
191	390	581
847	523	1370
614	536	1150
468	333	801
248	74	322
781	543	1324
173	75	248
477	731	1208
67	301	368
38	16	54
607	136	743
907	223	1130
656	577	1233
87	934	1021
136	910	1046
467	120	587
320	895	1215
879	409	1288
702	33	735
420	739	1159
257	429	686
368	82	450
261	965	1226
529	118	647
706	492	1198
895	955	1850
8	512	520
729	110	839
398	408	806
669	159	828
107	266	373
14	913	927
535	160	695
309	494	803
826	987	1813
367	871	1238
147	263	410
374	625	999
447	330	777
441	458	899
252	674	926
16	468	484
855	587	1442
339	57	396
933	111	1044
110	848	958
175	328	503
973	884	1857
884	52	936
201	406	607
310	2	312
89	419	508
484	151	635
781	521	1302
931	756	1687
863	576	1439
176	262	438
109	993	1102
293	940	1233
703	238	941
725	845	1570
788	478	1266
981	321	1302
384	202	586
394	26	420
757	646	1403
289	225	514
72	573	645
708	702	1410
626	111	737
577	356	933
832	148	980
1000	593	1593
476	436	912
457	286	743
380	844	1224
943	430	1373
398	428	826
410	343	753
728	444	1172
606	247	853
973	358	1331
176	238	414
27	261	288
767	600	1367
589	482	1071
302	259	561
224	623	847
446	78	524
268	458	726
877	481	1358
777	514	1291
416	978	1394
225	711	936
73	957	1030
747	394	1141
130	754	884
489	808	1297
831	769	1600
771	660	1431
932	217	1149
258	618	876
922	134	1056
198	445	643
138	670	808
955	477	1432
763	166	929
946	1000	1946
7	975	982
263	598	861
179	487	666
310	892	1202
574	896	1470
879	432	1311
764	877	1641
279	498	777
856	970	1826
678	553	1231
103	49	152
499	240	739
802	921	1723
145	978	1123
224	749	973
411	761	1172
181	120	301
511	302	813
338	775	1113
533	985	1518
231	340	571
36	573	609
513	704	1217
369	150	519
745	993	1738
643	886	1529
543	938	1481
444	260	704
52	102	154
915	857	1772
840	225	1065
292	673	965
864	946	1810
979	523	1502
691	878	1569
623	127	750
478	555	1033
964	264	1228
571	840	1411
631	948	1579
82	267	349
265	106	371
467	273	740
749	324	1073
893	867	1760
814	235	1049
967	11	978
121	609	730
953	591	1544
610	726	1336
118	71	189
417	544	961
244	178	422
215	974	1189
783	1	784
652	448	1100
796	335	1131
134	772	906
176	692	868
67	243	310
187	708	895
46	766	812
504	464	968
272	463	735
725	835	1560
167	642	809
858	939	1797
903	417	1320
214	169	383
446	698	1144
108	371	479
638	24	662
76	448	524
73	614	687
716	378	1094
523	107	630
769	129	898
567	69	636
455	530	985
520	174	694
138	483	621
967	708	1675
845	164	1009
407	646	1053
63	874	937
754	132	886
243	762	1005
945	285	1230
440	838	1278
844	700	1544
347	809	1156
220	557	777
500	773	1273
443	638	1081
597	379	976
634	249	883
895	329	1224
957	425	1382
187	341	528
828	771	1599
629	440	1069
274	961	1235
709	951	1660
14	463	477
254	490	744
242	171	413
451	715	1166
801	654	1455
51	812	863
532	456	988
24	88	112
836	785	1621
683	34	717
158	202	360
433	358	791
485	564	1049
67	400	467
63	351	414
181	3	184
969	463	1432
248	186	434
206	8	214
866	223	1089
679	922	1601
955	195	1150
107	717	824
405	420	825
48	510	558
529	591	1120
897	96	993
604	155	759
61	330	391
693	170	863
784	310	1094
210	631	841
623	664	1287
51	969	1020
542	94	636
203	856	1059
889	27	916
905	206	1111
500	310	810
152	110	262
171	972	1143
80	908	988
637	681	1318
801	978	1779
571	835	1406
544	958	1502
891	872	1763
123	716	839
477	1000	1477
775	835	1610
678	579	1257
411	406	817
259	986	1245
667	967	1634
801	957	1758
394	307	701
576	788	1364
374	395	769
853	705	1558
919	509	1428
822	681	1503
876	475	1351
912	993	1905
185	119	304
634	719	1353
911	513	1424
473	939	1412
620	940	1560
568	323	891
47	313	360
586	250	836
984	345	1329
506	929	1435
386	793	1179
358	656	1014
169	886	1055
271	16	287
863	182	1045
582	954	1536
25	299	324
846	502	1348
781	638	1419
27	549	576
967	404	1371
258	898	1156
25	281	306
433	970	1403
579	630	1209
618	852	1470
398	381	779
478	469	947
384	59	443
217	213	430
592	310	902
176	471	647
156	728	884
386	691	1077
869	984	1853
675	579	1254
951	598	1549
734	667	1401
911	818	1729
916	903	1819
928	721	1649
884	825	1709
750	973	1723
297	796	1093
184	45	229
414	33	447
223	378	601
162	351	513
916	533	1449
608	176	784
657	649	1306
520	445	965
349	627	976
853	170	1023
428	147	575
455	837	1292
167	191	358
663	742	1405
735	872	1607
309	271	580
651	160	811
899	482	1381
989	813	1802
144	511	655
218	304	522
856	282	1138
244	896	1140
824	159	983
551	861	1412
694	644	1338
981	113	1094
141	1	142
5	790	795
156	640	796
629	731	1360
67	688	755
274	163	437
937	206	1143
192	15	207
469	866	1335
595	547	1142
883	922	1805
235	600	835
273	568	841
126	87	213
837	585	1422
475	407	882
800	149	949
48	167	215
819	6	825
277	273	550
728	158	886
239	901	1140
613	337	950
472	915	1387
255	744	999
748	82	830
927	400	1327
720	535	1255
74	385	459
468	253	721
543	282	825
442	448	890
857	553	1410
571	919	1490
809	501	1310
273	510	783
844	991	1835
631	736	1367
932	652	1584
385	625	1010
699	424	1123
500	602	1102
784	68	852
759	66	825
937	320	1257
599	11	610
317	186	503
667	733	1400
229	595	824
21	937	958
25	465	490
336	1000	1336
296	69	365
864	659	1523
726	189	915
574	400	974
556	351	907
755	439	1194
221	119	340
601	811	1412
873	289	1162
